model,category,item,attributes,attribute_scores,basic_measure,log_measure,frequency
Qwen2.5-7B-Instruct,Fruit,orange,"['flavorful', 'sweet', 'tangy', 'segmented', 'citrus', 'juicy', 'nutritious', 'orange', 'acidic', 'round', 'edible']","[np.int64(3), np.int64(11), np.int64(3), np.int64(1), np.int64(2), np.int64(11), np.int64(8), np.int64(2), np.int64(3), np.int64(10), np.int64(7)]",61,15.805858556450156,30
Qwen2.5-7B-Instruct,Fruit,peach,"['sweet', 'juicy', 'golden', 'delicate', 'nutritious', 'delicious', 'aromatic', 'orange', 'fuzzy', 'round', 'edible', 'refreshing']","[np.int64(11), np.int64(11), np.int64(1), np.int64(2), np.int64(8), np.int64(1), np.int64(5), np.int64(2), np.int64(2), np.int64(10), np.int64(7), np.int64(4)]",64,16.198901144559763,14
Qwen2.5-7B-Instruct,Fruit,pear,"['fruit', 'fibrous', 'sweet', 'yellow', 'crunchy', 'juicy', 'crisp', 'perishable', 'round', 'refreshing']","[np.int64(4), np.int64(4), np.int64(11), np.int64(6), np.int64(2), np.int64(11), np.int64(1), np.int64(3), np.int64(10), np.int64(4)]",56,14.84077766040657,24
Qwen2.5-7B-Instruct,Fruit,pineapple,"['tropical-fruity', 'fibrous', 'sweet', 'tropical', 'yellow', 'exotic', 'juicy', 'aromatic', 'acidic', 'cylindrical', 'tropical-fruited']","[np.int64(1), np.int64(4), np.int64(11), np.int64(4), np.int64(6), np.int64(2), np.int64(11), np.int64(5), np.int64(3), np.int64(1), np.int64(1)]",49,12.761336118726732,18
Qwen2.5-7B-Instruct,Fruit,plum,"['stonefruit', 'purple', 'fruit', 'deciduous', 'sweet', 'bloom', 'juicy', 'edible', 'aromatic', 'small', 'round', 'sour']","[np.int64(1), np.int64(2), np.int64(4), np.int64(1), np.int64(11), np.int64(1), np.int64(11), np.int64(7), np.int64(5), np.int64(5), np.int64(10), np.int64(4)]",62,15.728897515314028,5
Qwen2.5-7B-Instruct,Fruit,strawberry,"['flavorful', 'heart-shaped', 'red', 'sweet', 'ripe', 'juicy', 'fresh', 'aromatic', 'perishable', 'round', 'summer']","[np.int64(3), np.int64(1), np.int64(3), np.int64(11), np.int64(3), np.int64(11), np.int64(2), np.int64(5), np.int64(3), np.int64(10), np.int64(2)]",54,14.488557066817217,30
Qwen2.5-7B-Instruct,Clothing,boot,"['sturdy', 'waterproof', 'breathable', 'insulated', 'adjustable', 'durable', 'comfortable', 'protective', 'stylish', 'rugged']","[np.int64(1), np.int64(3), np.int64(7), np.int64(3), np.int64(3), np.int64(5), np.int64(8), np.int64(6), np.int64(5), np.int64(1)]",42,12.331823850835733,6
Qwen2.5-7B-Instruct,Clothing,coat,"['lined', 'warm', 'protective', 'hooded', 'functional', 'cotton', 'versatile', 'zipped', 'insulated', 'formal', 'casual', 'loose', 'unlined', 'woolen', 'long', 'leather', 'reversible', 'short', 'tailored', 'buttoned', 'stylish', 'fur', 'fashionable']","[np.int64(1), np.int64(6), np.int64(6), np.int64(2), np.int64(4), np.int64(9), np.int64(10), np.int64(2), np.int64(3), np.int64(4), np.int64(9), np.int64(5), np.int64(1), np.int64(4), np.int64(4), np.int64(3), np.int64(2), np.int64(4), np.int64(1), np.int64(3), np.int64(5), np.int64(1), np.int64(3)]",92,26.904791512942527,14
Qwen2.5-7B-Instruct,Clothing,dress,"['floor-length', 'colorful', 'off-shoulder', 'cotton', 'elegant', 'modest', 'versatile', 'fitted', 'sleeveless', 'formal', 'casual', 'revealing', 'satin', 'long', 'winter', 'short', 'summer', 'silk', 'flowing', 'knee-length', 'floral', 'simple', 'polka-dotted', 'patterned']","[np.int64(1), np.int64(5), np.int64(1), np.int64(9), np.int64(1), np.int64(1), np.int64(10), np.int64(6), np.int64(3), np.int64(4), np.int64(9), np.int64(2), np.int64(1), np.int64(4), np.int64(2), np.int64(4), np.int64(3), np.int64(2), np.int64(3), np.int64(2), np.int64(2), np.int64(4), np.int64(1), np.int64(3)]",83,23.503594131280366,30
Qwen2.5-7B-Instruct,Clothing,glove,"['flexible', 'versatile', 'snug', 'comfortable', 'insulating', 'adjustable', 'durable', 'warm', 'protective']","[np.int64(4), np.int64(10), np.int64(3), np.int64(8), np.int64(1), np.int64(3), np.int64(5), np.int64(6), np.int64(6)]",46,13.158502424020202,5
Qwen2.5-7B-Instruct,Clothing,hat,"['cloth', 'flat-top', 'pointy', 'wide-brimmed', 'stiff', 'protective', 'functional', 'floppy', 'sunshade', 'narrow', 'wide', 'formal', 'casual', 'fuzzy', 'round', 'peaked', 'woolen', 'winter', 'flat', 'leather', 'circular', 'summer', 'decorative', 'woven', 'blue', 'knitted', 'brimmed']","[np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(4), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(9), np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(2), np.int64(3), np.int64(1)]",59,14.216292718168056,25
Qwen2.5-7B-Instruct,Clothing,hoodie,"['cotton', 'versatile', 'breathable', 'lightweight', 'trendy', 'stylish', 'comfortable', 'casual', 'loose', 'hooded', 'warm']","[np.int64(9), np.int64(10), np.int64(7), np.int64(7), np.int64(1), np.int64(5), np.int64(8), np.int64(9), np.int64(5), np.int64(2), np.int64(6)]",69,18.372078562113145,13
Qwen2.5-7B-Instruct,Clothing,jacket,"['waterproof', 'warm', 'protective', 'functional', 'cotton', 'versatile', 'fitted', 'insulated', 'denim', 'durable', 'casual', 'padded', 'woolen', 'long', 'leather', 'zippered', 'short', 'reversible', 'breathable', 'buttoned', 'lightweight', 'stylish']","[np.int64(3), np.int64(6), np.int64(6), np.int64(4), np.int64(9), np.int64(10), np.int64(6), np.int64(3), np.int64(1), np.int64(5), np.int64(9), np.int64(1), np.int64(4), np.int64(4), np.int64(3), np.int64(1), np.int64(4), np.int64(2), np.int64(7), np.int64(3), np.int64(7), np.int64(5)]",103,29.81578255804142,30
Qwen2.5-7B-Instruct,Clothing,jean,"['affordable', 'flexible', 'versatile', 'timeless', 'washable', 'stretchable', 'durable', 'comfortable', 'casual', 'practical']","[np.int64(1), np.int64(4), np.int64(10), np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(8), np.int64(9), np.int64(1)]",41,9.574983485564093,29
Qwen2.5-7B-Instruct,Clothing,negligee,"['flimsy', 'intimate', 'suggestive', 'lingerie', 'simple', 'delicate', 'lightweight', 'transparent', 'sheer', 'revealing']","[np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(7), np.int64(1), np.int64(1), np.int64(2)]",21,4.718498871295094,7
Qwen2.5-7B-Instruct,Clothing,scarf,"['flowing', 'versatile', 'decorative', 'long', 'woven', 'soft', 'cozy', 'knitted', 'colorful', 'warm', 'fashionable']","[np.int64(3), np.int64(10), np.int64(2), np.int64(4), np.int64(2), np.int64(3), np.int64(2), np.int64(3), np.int64(5), np.int64(6), np.int64(3)]",43,13.563967532128366,7
Qwen2.5-7B-Instruct,Clothing,shirt,"['colorful', 'cotton', 'collar', 'zipped', 'fitted', 'long-sleeved', 'sleeveless', 'plain', 'formal', 'casual', 'loose', 'v-neck', 'round-neck', 'sleeve-length', 'short-sleeved', 'polyester', 'polo', 'breathable', 'buttoned', 'patterned', 'striped']","[np.int64(5), np.int64(9), np.int64(1), np.int64(2), np.int64(6), np.int64(1), np.int64(3), np.int64(3), np.int64(4), np.int64(9), np.int64(5), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(7), np.int64(3), np.int64(3), np.int64(1)]",69,18.51803247473623,30
Qwen2.5-7B-Instruct,Clothing,shoe,"['flexible', 'waterproof', 'slip-resistant', 'supportive', 'comfortable', 'breathable', 'lightweight', 'adjustable', 'stylish', 'durable', 'protective', 'fashionable']","[np.int64(4), np.int64(3), np.int64(1), np.int64(1), np.int64(8), np.int64(7), np.int64(7), np.int64(3), np.int64(5), np.int64(5), np.int64(6), np.int64(3)]",53,15.664028361010935,21
Qwen2.5-7B-Instruct,Clothing,skirt,"['cotton', 'pleated', 'versatile', 'flowing', 'maxi', 'knee-length', 'fitted', 'floral', 'polyester', 'mini', 'feminine', 'wool', 'plain', 'a-line', 'silk']","[np.int64(9), np.int64(1), np.int64(10), np.int64(3), np.int64(1), np.int64(2), np.int64(6), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(2)]",45,11.261382439134321,30
Qwen2.5-7B-Instruct,Clothing,sock,"['cotton', 'worn', 'snug', 'sock', 'soft', 'clean', 'blue', 'stretchy', 'colorful', 'socked']","[np.int64(9), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(5), np.int64(1)]",27,6.697034247666485,22
Qwen2.5-7B-Instruct,Clothing,sweater,"['woolen', 'textured', 'soft', 'cozy', 'patterned', 'knitted', 'colorful', 'warm', 'fitting', 'loose']","[np.int64(4), np.int64(1), np.int64(3), np.int64(2), np.int64(3), np.int64(3), np.int64(5), np.int64(6), np.int64(1), np.int64(5)]",33,10.38591370178042,30
Qwen2.5-7B-Instruct,Clothing,t-shirt,"['cotton', 'graphic', 'versatile', 'fitted', 'breathable', 'simple', 'sleeveless', 'lightweight', 'plain', 'comfortable', 'casual', 'loose']","[np.int64(9), np.int64(1), np.int64(10), np.int64(6), np.int64(7), np.int64(4), np.int64(3), np.int64(7), np.int64(3), np.int64(8), np.int64(9), np.int64(5)]",72,19.65301240757521,16
Qwen2.5-7B-Instruct,Clothing,underwear,"['flexible', 'snug', 'intimate', 'private', 'simple', 'lightweight', 'comfortable', 'basic', 'essential', 'functional']","[np.int64(4), np.int64(3), np.int64(2), np.int64(1), np.int64(4), np.int64(7), np.int64(8), np.int64(1), np.int64(1), np.int64(4)]",35,9.975994243322877,9
Qwen2.5-14B-Instruct,Furniture,armchair,"['reclining', 'wooden', 'vintage', 'foldable', 'comfortable', 'modern', 'heavy', 'metal', 'armrests', 'fabric', 'durable', 'adjustable', 'padded', 'sturdy', 'backrest', 'leather', 'light', 'upholstered', 'supportive', 'ergonomic', 'portable', 'stylish']","[np.int64(3), np.int64(16), np.int64(7), np.int64(4), np.int64(5), np.int64(13), np.int64(8), np.int64(8), np.int64(2), np.int64(2), np.int64(9), np.int64(7), np.int64(2), np.int64(14), np.int64(3), np.int64(2), np.int64(2), np.int64(5), np.int64(3), np.int64(2), np.int64(12), np.int64(5)]",134,34.378758065697276,23
Qwen2.5-14B-Instruct,Furniture,bookcase,"['flat-top', 'flat-shelved', 'painted', 'wooden', 'multi-shelf', 'closed', 'sleek', 'tall', 'modern', 'heavy', 'antique', 'narrow', 'plain', 'wide', 'adjustable', 'unfinished', 'rustic', 'metal-framed', 'spacious', 'sturdy', 'open', 'vertical', 'decorative', 'rectangular', 'multi-tiered', 'portable', 'compact', 'light-weight']","[np.int64(4), np.int64(1), np.int64(5), np.int64(16), np.int64(1), np.int64(3), np.int64(1), np.int64(6), np.int64(13), np.int64(8), np.int64(6), np.int64(4), np.int64(4), np.int64(4), np.int64(7), np.int64(1), np.int64(3), np.int64(1), np.int64(4), np.int64(14), np.int64(4), np.int64(2), np.int64(9), np.int64(10), np.int64(2), np.int64(12), np.int64(6), np.int64(1)]",152,37.87266484546371,17
Qwen2.5-14B-Instruct,Furniture,bookshelf,"['wooden', 'large', 'shallow', 'colorful', 'open-shelf', 'small', 'tall', 'modern', 'fixed', 'antique', 'heavy', 'metal', 'narrow', 'plain', 'wide', 'adjustable', 'sturdy', 'open', 'deep', 'decorative', 'multi-tiered', 'portable']","[np.int64(16), np.int64(8), np.int64(1), np.int64(5), np.int64(1), np.int64(7), np.int64(6), np.int64(13), np.int64(1), np.int64(6), np.int64(8), np.int64(8), np.int64(4), np.int64(4), np.int64(4), np.int64(7), np.int64(14), np.int64(4), np.int64(1), np.int64(9), np.int64(2), np.int64(12)]",141,34.22015303552064,13
Qwen2.5-14B-Instruct,Furniture,cabinet,"['expensive', 'painted', 'wooden', 'vintage', 'large', 'closed', 'colorful', 'lockable', 'small', 'functional', 'tall', 'modern', 'corner', 'antique', 'heavy', 'metal', 'square', 'narrow', 'plain', 'wide', 'shelf', 'open', 'light', 'cheap', 'rectangular', 'freestanding', 'drawer', 'stylish', 'door', 'hanging']","[np.int64(1), np.int64(5), np.int64(16), np.int64(7), np.int64(8), np.int64(3), np.int64(5), np.int64(1), np.int64(7), np.int64(10), np.int64(6), np.int64(13), np.int64(1), np.int64(6), np.int64(8), np.int64(8), np.int64(6), np.int64(4), np.int64(4), np.int64(4), np.int64(2), np.int64(4), np.int64(2), np.int64(1), np.int64(10), np.int64(1), np.int64(2), np.int64(5), np.int64(1), np.int64(3)]",154,40.09828889732162,29
Qwen2.5-14B-Instruct,Furniture,chair,"['plastic', 'upholstered', 'four-legged', 'sturdy', 'ergonomic', 'stackable', 'wooden', 'portable', 'lightweight', 'seated', 'adjustable', 'foldable', 'comfortable', 'durable', 'folding']","[np.int64(1), np.int64(5), np.int64(2), np.int64(14), np.int64(2), np.int64(1), np.int64(16), np.int64(12), np.int64(4), np.int64(1), np.int64(7), np.int64(4), np.int64(5), np.int64(9), np.int64(1)]",84,19.417446336262444,30
Qwen2.5-14B-Instruct,Furniture,coffee table,"['flat-top', 'low', 'wooden', 'large', 'multifunctional', 'minimalist', 'small', 'ornamental', 'modern', 'heavy', 'square', 'durable', 'rustic', 'round', 'sturdy', 'glass-top', 'metal-legs', 'decorative', 'rectangular', 'portable']","[np.int64(4), np.int64(2), np.int64(16), np.int64(8), np.int64(3), np.int64(5), np.int64(7), np.int64(1), np.int64(13), np.int64(8), np.int64(6), np.int64(9), np.int64(3), np.int64(5), np.int64(14), np.int64(1), np.int64(1), np.int64(9), np.int64(10), np.int64(12)]",137,32.550630952298356,30
Qwen2.5-14B-Instruct,Furniture,couch,"['spacious', 'upholstered', 'versatile', 'supportive', 'reclining', 'modular', 'sturdy', 'backrest', 'seating', 'large', 'cushioned', 'armrests', 'multifunctional', 'sectional', 'durable', 'comfortable', 'stylish']","[np.int64(4), np.int64(5), np.int64(5), np.int64(3), np.int64(3), np.int64(1), np.int64(14), np.int64(3), np.int64(1), np.int64(8), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(9), np.int64(5), np.int64(5)]",74,20.52051297527993,24
Qwen2.5-14B-Instruct,Furniture,desk,"['wooden', 'vintage', 'large', 'colorful', 'solid', 'small', 'functional', 'modern', 'metal', 'adjustable', 'smooth', 'sturdy', 'surface', 'flat', 'elevated', 'legs', 'drawers', 'rectangular', 'portable', 'clean', 'simple', 'glass', 'ornate']","[np.int64(16), np.int64(7), np.int64(8), np.int64(5), np.int64(2), np.int64(7), np.int64(10), np.int64(13), np.int64(8), np.int64(7), np.int64(2), np.int64(14), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(5), np.int64(10), np.int64(12), np.int64(1), np.int64(4), np.int64(4), np.int64(5)]",148,36.53538924606824,30
Qwen2.5-14B-Instruct,Furniture,dresser,"['flat-top', 'painted', 'wooden', 'vintage', 'large', 'bedroom', 'storage', 'functional', 'multiple', 'tall', 'modern', 'heavy', 'furniture', 'wide', 'spacious', 'sturdy', 'home-decoration', 'vertical', 'drawers', 'organized', 'rectangular', 'simple', 'compact']","[np.int64(4), np.int64(5), np.int64(16), np.int64(7), np.int64(8), np.int64(1), np.int64(2), np.int64(10), np.int64(1), np.int64(6), np.int64(13), np.int64(8), np.int64(2), np.int64(4), np.int64(4), np.int64(14), np.int64(1), np.int64(2), np.int64(5), np.int64(2), np.int64(10), np.int64(4), np.int64(6)]",135,33.8067197577633,27
Qwen2.5-14B-Instruct,Furniture,end table,"['low', 'stable', 'wooden', 'bedside', 'minimalist', 'small', 'functional', 'without-shelves', 'versatile', 'metal', 'coffee-table-like', 'square', 'round', 'side', 'sturdy', 'with-shelves', 'decorative', 'rectangular', 'portable', 'glass', 'ornate', 'lightweight', 'compact']","[np.int64(2), np.int64(2), np.int64(16), np.int64(2), np.int64(5), np.int64(7), np.int64(10), np.int64(1), np.int64(5), np.int64(8), np.int64(1), np.int64(6), np.int64(5), np.int64(2), np.int64(14), np.int64(2), np.int64(9), np.int64(10), np.int64(12), np.int64(4), np.int64(5), np.int64(4), np.int64(6)]",138,34.983894368934514,6
Qwen2.5-14B-Instruct,Furniture,hammock,"['versatile', 'relaxing', 'portable', 'breathable', 'lightweight', 'durable', 'comfortable', 'outdoor', 'mesh', 'hanging']","[np.int64(5), np.int64(1), np.int64(12), np.int64(1), np.int64(4), np.int64(9), np.int64(5), np.int64(1), np.int64(1), np.int64(3)]",42,10.385913701780419,21
Qwen2.5-14B-Instruct,Furniture,nightstand,"['flat-top', 'painted', 'wooden', 'bedside', 'minimalist', 'small', 'functional', 'modern', 'square', 'shelves', 'sturdy', 'shelf', 'drawers', 'decorative', 'rectangular', 'portable', 'simple', 'compact', 'drawer']","[np.int64(4), np.int64(5), np.int64(16), np.int64(2), np.int64(5), np.int64(7), np.int64(10), np.int64(13), np.int64(6), np.int64(2), np.int64(14), np.int64(2), np.int64(5), np.int64(9), np.int64(10), np.int64(12), np.int64(4), np.int64(6), np.int64(2)]",134,33.16681709172217,23
Qwen2.5-14B-Instruct,Furniture,ottoman,"['upholstered', 'sturdy', 'decorative', 'padded', 'plush', 'versatile', 'metal-legged', 'wooden', 'portable', 'low-rise', 'circular', 'ornate', 'reversible', 'durable', 'low-seated', 'round', 'functional']","[np.int64(5), np.int64(14), np.int64(9), np.int64(2), np.int64(1), np.int64(5), np.int64(1), np.int64(16), np.int64(12), np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(9), np.int64(1), np.int64(5), np.int64(10)]",98,21.72448577960587,28
Qwen2.5-14B-Instruct,Furniture,side table,"['painted', 'wooden', 'vintage', 'minimalist', 'foldable', 'small', 'functional', 'modern', 'metal', 'square', 'adjustable', 'rustic', 'round', 'sturdy', 'with-shelves', 'decorative', 'rectangular', 'unpainted', 'portable', 'glass', 'ornate', 'lightweight', 'compact']","[np.int64(5), np.int64(16), np.int64(7), np.int64(5), np.int64(4), np.int64(7), np.int64(10), np.int64(13), np.int64(8), np.int64(6), np.int64(7), np.int64(3), np.int64(5), np.int64(14), np.int64(2), np.int64(9), np.int64(10), np.int64(1), np.int64(12), np.int64(4), np.int64(5), np.int64(4), np.int64(6)]",163,41.152981952054894,13
Qwen2.5-14B-Instruct,Furniture,sideboard,"['wooden', 'polished', 'home', 'storage', 'functional', 'tall', 'modern', 'antique', 'furniture', 'narrow', 'shelves', 'side', 'sturdy', 'tabletop', 'drawers', 'decorative', 'cabinet-like', 'shelved', 'multi-purpose', 'cabinet']","[np.int64(16), np.int64(1), np.int64(1), np.int64(2), np.int64(10), np.int64(6), np.int64(13), np.int64(6), np.int64(2), np.int64(4), np.int64(2), np.int64(2), np.int64(14), np.int64(1), np.int64(5), np.int64(9), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",98,21.82824501389672,13
Qwen2.5-14B-Instruct,Furniture,sofa,"['reclining', 'seat', 'vintage', 'large', 'wooden', 'foldable', 'comfortable', 'colorful', 'versatile', 'modern', 'soft', 'fabric', 'durable', 'sturdy', 'backrest', 'leather', 'legs', 'upholstered', 'supportive', 'rectangular', 'cushioned', 'neutral', 'stylish']","[np.int64(3), np.int64(1), np.int64(7), np.int64(8), np.int64(16), np.int64(4), np.int64(5), np.int64(5), np.int64(5), np.int64(13), np.int64(1), np.int64(2), np.int64(9), np.int64(14), np.int64(3), np.int64(2), np.int64(3), np.int64(5), np.int64(3), np.int64(10), np.int64(2), np.int64(1), np.int64(5)]",127,32.409131390024655,30
Qwen2.5-14B-Instruct,Furniture,table,"['stable', 'wooden', 'extendable', 'minimalist', 'solid', 'functional', 'modern', 'four-legged', 'heavy', 'antique', 'metal', 'square', 'durable', 'round', 'smooth', 'surface', 'flat', 'legs', 'rectangular', 'portable', 'glass', 'ornate']","[np.int64(2), np.int64(16), np.int64(1), np.int64(5), np.int64(2), np.int64(10), np.int64(13), np.int64(2), np.int64(8), np.int64(6), np.int64(8), np.int64(6), np.int64(9), np.int64(5), np.int64(2), np.int64(2), np.int64(2), np.int64(3), np.int64(10), np.int64(12), np.int64(4), np.int64(5)]",133,33.83934498507938,30
Qwen2.5-14B-Instruct,Furniture,wardrobe,"['wooden', 'doors', 'large', 'closed', 'vintage', 'multifunctional', 'colorful', 'functional', 'modern', 'tall', 'elegant', 'antique', 'heavy', 'metal', 'plain', 'adjustable', 'durable', 'customizable', 'spacious', 'open', 'complex', 'drawers', 'organized', 'decorative', 'simple', 'compact', 'stylish', 'hanging']","[np.int64(16), np.int64(1), np.int64(8), np.int64(3), np.int64(7), np.int64(3), np.int64(5), np.int64(10), np.int64(13), np.int64(6), np.int64(1), np.int64(6), np.int64(8), np.int64(8), np.int64(4), np.int64(7), np.int64(9), np.int64(1), np.int64(4), np.int64(4), np.int64(1), np.int64(5), np.int64(2), np.int64(9), np.int64(4), np.int64(6), np.int64(5), np.int64(3)]",159,41.90247088654824,30
